Sp.code,SpeciesName,Growth.forms,Growth.forms_corrected,GROWTH_FORM_ALL,LIFE_DURATION,lifestyle,lifestyle.corrected,woody,lifeform,lifeform_corrected,source
ARRELA,Arrhenatherum elatius (L.) J.Presl & C.Presl,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
ARTCAN,Arthropodium candidum Raoul,GR,,MG,P,P,,0,NA,Hemicryptophyte,
AUSNOD,Austrostipa nodosa (S.T.Blake) S.W.L.Jacobs & J.Everett,GR,,MG,P,P,,0,NA,Hemicryptophyte,
AVEFAT,Avena fatua L.,GR,,MG,P,P,A,0,Therophyte,Therophyte,tela botanica
BRALAG,Brachyglottis lagopus (Raoul) B.Nord.,GR,,MG,P,P,,0,NA,Hemicryptophyte,
BROCAT,Bromus catharticus Vahl,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
BROLIT,Bromus lithobius Trin.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
BROMUS,Bromus spp. Scop.,GR,,MG,P,P,,0,NA,NA,
BROSTA,Bromus stamineus E.Desv.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
BROWIL,Bromus willdenowii Kunth,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CHICON,Chionochloa conspicua (G.Forst.) Zotov,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CHIRIG,Chionochloa rigida (Raoul) Zotov,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CORRIC,Cortaderia richardii (Endl.) Zotov,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CORSEL,Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CYNCRI,Cynosurus cristatus L.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
DACGLO,Dactylis glomerata L.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
DEYAVE,Deyeuxia avenoides (Hook.f.) Buchanan ,GR,,MG,P,P,,0,NA,Hemicryptophyte,
DICCRI,Dichelachne crinita (L.f.) Hook.f.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
ECHOVA,Echinopogon ovatus (G.Forst.) P.Beauv. ,GR,,MG,P,P,,0,NA,Hemicryptophyte,
ELEACU,Eleocharis acuta R.Br.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
ELYREC,Elymus rectisetus (Nees) Á.Löve & Connor,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
ELYREP,Elytrigia repens (L.) Nevski,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
FESACT,Festuca actae Connor,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
FESNOV,Festuca novae-zelandiae (Hack.) Cockayne,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
FESOVI,Festuca ovina subsp. hirtula (W.G.Travis) M.J.Wilk.,GR,,MG,P,P,,0,NA,Hemicryptophyte,
FESRUB,Festuca rubra L. subsp. rubra,GR,,MG,P,P,,0,NA,Hemicryptophyte,
FESCOM,Festuca rubra subsp. commutata Gaudin,GR,,MG,P,P,,0,NA,Hemicryptophyte,
FESTUC,Festuca spp. L.,GR,,MG,P,P,,0,NA,NA,
GLYDEC,Glyceria declinata Bréb.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
HIERED,Hierochloe redolens (Vahl) Roem. & Schult.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
HOLLAN,Holcus lanatus L.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
KOENOV,Koeleria novozelandica Domin,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LACHNA,Lachnagrostis spp. Trin.,GR,,MG,P,P,,0,NA,NA,
LAGOVA,Lagurus ovatus L.,GR,,MG,P,P,A,0,NA,Therophyte,
LOLPER,Lolium perenne L.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MICAVE,Microlaena avenacea (Raoul) Hook.f.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MICPOL,Microlaena polynoda (Hook.f.) Hook.f.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MICSTI,Microlaena stipoides (Labill.) R.Br.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
PARINC,Parapholis incurva (L.) C.E.Hubb.,GR,,MG,P,P,A,0,Therophyte,Therophyte,
PASDIL,Paspalum dilatatum Poir.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
PHOCOO,Phormium cookianum Le Jol.,GR,HR,MG,P,P,,0,Phanerophyte,Hemicryptophyte,
PHOTEN,Phormium tenax J.R.Forst. & G.Forst.,GR,HR,MG,P,P,,0,Phanerophyte,Hemicryptophyte,
POAANC,Poa anceps G.Forst.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
POAANN,Poa annua L.,GR,,MG,P,P,A,0,Therophyte,Therophyte,
POACOL,Poa colensoi Hook.f.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
POAIMB,Poa imbecilla Spreng.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
POAINF,Poa infirma Kunth,GR,,MG,P,P,A,0,Therophyte,Therophyte,
POAPRA,Poa pratensis L.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
POATRI,Poa trivialis L.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
PUCCIN,Puccinellia spp. Parl.,GR,,MG,P,P,,0,NA,Hemicryptophyte,Kew
RYTBUC,Rytidosperma buchananii (Hook.f.) Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTCAE,Rytidosperma caespitosum (Gaudich.) Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTCLA,Rytidosperma clavatum (Zotov) Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTCOR,Rytidosperma corinum Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTGRA,Rytidosperma gracile (Hook.f.) Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTMER,Rytidosperma merum Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTPIL,Rytidosperma pilosum (R.Br.) Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTRAC,Rytidosperma racemosum (R.Br.) Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTIDO,Rytidosperma spp. Steud.,GR,,MG,P,P,,0,NA,Hemicryptophyte,
RYTTHO,Rytidosperma thomsonii (Buchanan) Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
RYTUNA,Rytidosperma unarede (Raoul) Connor & Edgar,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
SCHARU,Schedonorus arundinaceus (Schreb.) Dumort.,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
SPOAFR,Sporobolus africanus (Poir.) A.Robyns & Tournay,GR,,MG,P,P,,0,Hemicryptophyte,Hemicryptophyte,
TRIAES,Triticum aestivum L.,GR,,OD,P,P,A,0,Therophyte,Therophyte,
ACAAGN,Acaena agnipila Gand.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
ACAANS,Acaena anserinifolia (J.R.Forst. & G.Forst.) J.B.Armstr.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
ACACAE,Acaena caesiiglauca (Bitter) Bergmans,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
ACADUM,Acaena dumicola B.H.Macmill.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
ACAJUV,Acaena juvenca B.H.Macmill.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
ACANOV,Acaena novae-zelandiae Kirk,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
ACAENA,Acaena spp. L.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
ACHMIL,Achillea millefolium L.,HR,,DC,P,P,,0,Chamaephyte,Chamaephyte,
ACIAUR,Aciphylla aurea W.R.B.Oliv.,HR,,OD,P,P,,0,NA,Hemicryptophyte,http//www.nzpcn.org.nz
ACISUB,Aciphylla subflabellata W.R.B.Oliv.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
AGAPRO,Agapanthus praecox subsp. orientalis (F.M.Leight.) F.M.Leight.,HR,,OM,P,P,,0,NA,Hemicryptophyte,http://www.plantzafrica.com
ANIARO,Anisotome aromatica Hook.f.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
ANTCOT,Anthemis cotula L.,HR,,DC,P,P,,0,Therophyte,Therophyte,
APIPRO,Apium prostratum Labill. ex Vent.,HR,,OD,B.P,P,,0,NA,Chamaephyte,
ASTFRA,Astelia fragrans Colenso,HR,,OM,P,P,,0,NA,Hemicryptophyte,
BELPER,Bellis perennis L.,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
BRAOLE,Brassica oleracea L.,HR,,OD,P,P,,0,Phanerophyte,Phanerophyte,
BUPTEN,Bupleurum tenuissimum L.,HR,,OD,P,P,Annual,0,Therophyte,Therophyte,Therophyte
CARHIR,Cardamine hirsuta L.,HR,,MS,P,P,Annual,0,Therophyte,Therophyte,
CARDAM,Cardamine spp. L.,HR,,DC,P,P,,0,NA,NA,
CARPYC,Carduus pycnocephalus L.,HR,,MS,P,P,Annual,0,Therophyte,Therophyte,
CARDUU,Carduus spp. L.,HR,,MS,P,P,,0,NA,NA,
CARTEN,Carduus tenuiflorus Curtis,HR,,DC,P,P,Annual,0,Therophyte,Therophyte,
CARCOL,Carex colensoi Boott,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CARFLA,Carex flaviformis Nelmes,HR,,MS,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CARFOR,Carex forsteri Wahlenb.,HR,,MS,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CARGEM,Carex geminata Schkuhr,HR,,MS,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CARINV,Carex inversa R.Br.,HR,,MS,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CARRAO,Carex raoulii Boott,HR,,MS,P,P,,0,NA,Hemicryptophyte,cyperaceae
CARRES,Carex resectans Cheeseman,HR,,MS,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CARSEC,Carex secta Boott,HR,,MS,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CARVIR,Carex virgata Sol. ex Boott,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CARWAK,Carex wakatipu Petrie,HR,,MS,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CAREDU,Carpobrotus edulis (L.) N.E.Br.,HR,,MS,P,P,,0,Chamaephyte,Chamaephyte,
CELGRA,Celmisia gracilenta Hook.f.,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CELSEM,Celmisia mackaui Raoul,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
CENSOL,Centaurea melitensis L.,HR,,OD,P,P,A,0,Therophyte,Therophyte,Therophyte
CENTEN,Centaurium tenuiflorum (Hoffm. & Link) Fritsch ex Janch.,HR,,OD,P,P,A,0,NA,Therophyte,http://www.nzflora.info
CENUNI,Centella uniflora (Colenso) Nannf.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CERFON,Cerastium fontanum Baumg.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
CERFSV,Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet,HR,,OD,P,P,,0,NA,Chamaephyte,
CHACOL,Chaerophyllum colensoi (Hook.f.) K.F.Chung,HR,,OD,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
CHANOV,Chaerophyllum novae-zelandiae ,HR,,OD,P,P,,0,NA,Hemicryptophyte,
CHARAM,Chaerophyllum ramosum (Hook.f.) K.F.Chung,HR,,OD,P,P,,0,NA,Hemicryptophyte,
CHEALB,Chenopodium album L.,HR,,OD,P,P,A,0,Therophyte,Therophyte,
CIRARV,Cirsium arvense (L.) Scop.,HR,,DC,P,P,,0,Geophyte,Geophyte,
CLIVUL,Clinopodium vulgare L.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
COLSTR,Colobanthus strictus Cheeseman,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
CONMAC,Conium maculatum L.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
COTAUS,Cotula australis (Spreng.) Hook.f.,HR,,DC,P,P,,0,Therophyte,Therophyte,
CRAMIN,Craspedia minor (Hook.f.) Allan,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
CRASIE,Crassula sieberiana (Schult. & Schult.f.) Druce ,HR,,OD,P,P,A,0,NA,Therophyte,http://www.nzpcn.org.nz
DIANTH,Dianthus spp. L.,HR,,OD,P,P,,0,NA,NA,
DICBRE,Dichondra brevifolia Buchanan,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
DICREP,Dichondra repens J.R.Forst. & G.Forst.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
DISAUS,Disphyma australe (W.T.Aiton) N.E.Br.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
EINALL,Einadia allanii (Aellen) Paul G.Wilson,HR,,OD,P,P,,0,NA,Chamaephyte,
EINTRI,Einadia triandra (G.Forst.) A.J.Scott,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
EPIALS,Epilobium alsinoides A.Cunn.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
EPIATR,Epilobium alsinoides subsp. atriplicifolium (A.Cunn.) P.H.Raven & Engelhorn,HR,,OD,P,P,,0,NA,Chamaephyte,
EPICIN,Epilobium billardierianum Ser. ex DC. subsp. cinereum (A. Rich. in d'Urv.) P.H. Raven & Engelhorn,HR,,OD,P,P,,0,NA,Chamaephyte,
EPIBRU,Epilobium brunnescens (Cockayne) P.H.Raven & Engelhorn subsp. brunnescens,HR,,OD,P,P,,0,NA,Chamaephyte,
EPICIL,Epilobium ciliatum Raf.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
EPIINS,Epilobium insulare Hausskn.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
EPIKOM,Epilobium komarovianum H.Lév.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
EPINER,Epilobium nerteroides A.Cunn.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
EPINUM,Epilobium nummulariifolium A.Cunn.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
EPIPUB,Epilobium pubens A.Rich.,HR,,OD,P,P,,0,NA,Chamaephyte,
EPIROT,Epilobium rotundifolium G.Forst.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
EPILOB,Epilobium spp. L.,HR,,OD,P,P,,0,NA,Hemicryptophyte,
CHECHE,Erysimum cheiri L.,HR,,OD,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
GNAAUD,Euchiton audax (D.G.Drury) Holub,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
GNAINV,Euchiton involucratus (G.Forst.) Holub,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
GNAGYM,Euchiton japonicus (Thunb.) Holub,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
GNALIM,Euchiton limosus (D.G.Drury) Holub,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
EUCSPH,Euchiton sphaericus (Willd.) Holub,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
GNAPHA,Euchiton spp. L.,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
FICNOD,"Ficinia nodosa (Rottb.) Goetgh., Muasya & D.A.Simpson",HR,,MS,P,P,,0,NA,Hemicryptophyte,Cyperaceae
FOEVUL,Foeniculum vulgare Mill.,HR,,OD,P,P,,0,Phanerophyte,Phanerophyte,
GALPER,Galium perpusillum (Hook.f.) Allan,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
GAZANI,Gazania spp. Gaertn.,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
GERBRE,Geranium brevicaule Hook.f.,HR,,OD,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
GERMIC,Geranium microphyllum Hook.f.,HR,,OD,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
GERRET,Geranium retrorsum L'Hér. ex DC.,HR,,OD,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
GERSES,Geranium sessiliflorum Cav.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
GERSOL,Geranium solanderi Carolin,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
GINENY,Gingidia enysii var. peninsulare J.W.Dawson,HR,,OD,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
GUNMON,Gunnera monoica Raoul,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
HALERE,Haloragis erecta (Banks ex Murray) Oken,HR,,OD,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
HELFIL,Helichrysum filicaule Hook.f.,HR,,DC,P,P,,0,Chamaephyte,Chamaephyte,
HELECH,Helminthotheca echioides (L.) Holub,HR,,DC,P,P,,0,Therophyte,Hemicryptophyte,biennial  http://www.nzflora.info
HIELEP,Hieracium lepidulum (Stenstr.) Omang,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
HIEPIL,Hieracium pilosella L.,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
HIEPRA,Hieracium praealtum Gochnat,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
HIRINC,Hirschfeldia incana (L.) Lagr.-Foss.,HR,,OD,P,P,,0,Therophyte,Hemicryptophyte,http://plants.usda.gov/
HYDAME,Hydrocotyle americana L.,HR,,OD,P,P,,0,NA,Chamaephyte,http://plants.usda.gov/
HYDELO,Hydrocotyle elongata A.Cunn.,HR,,OD,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
HYDHET,Hydrocotyle heteromeria A.Rich.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
HYDMOS,Hydrocotyle moschata G.Forst.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
HYDNOV,Hydrocotyle novae-zeelandiae DC.,HR,,OD,P,P,,0,Chamaephyte,Chamaephyte,
HYDMON,Hydrocotyle novae-zeelandiae var. montana Kirk,HR,,OD,P,P,,0,NA,Chamaephyte,
HYPJAP,Hypericum pusillum Choisy,HR,,DC,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
HYPGLA,Hypochaeris glabra L.,HR,,OD,P,P,A,0,Therophyte,Therophyte,
HYPRAD,Hypochaeris radicata L.,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
IRIFOE,Iris foetidissima L.,HR,,OM,P,P,,0,Chamaephyte,Chamaephyte,
JUNART,Juncus articulatus L.,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
JUNAUS,Juncus australis Hook.f.,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
JUNDIS,Juncus distegus Edgar,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
JUNEDG,Juncus edgariae L.A.S.Johnson & K.L.Wilson,HR,,MR,P,P,,0,NA,Hemicryptophyte,juncus
JUNEFF,Juncus effusus L.,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
JUNFIL,Juncus filicaulis Buchenau,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
JUNKRA,Juncus kraussii Hochst.,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
JUNPLA,Juncus planifolius R.Br.,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
JUNSAR,Juncus sarophorus L.A.S.Johnson,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
JUNCUS,Juncus spp. L.,HR,,MR,P,P,,0,NA,Hemicryptophyte,
JUNTEN,Juncus tenuis Willd.,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LAGCUN,Lagenifera cuneata Petrie,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
LAGPIN,Lagenifera pinnatifida Hook.f.,HR,,DC,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
LAGPUM,Lagenifera pumila (G.Forst.) Cheeseman,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LAMPUR,Lamium purpureum L.,HR,,OD,P,P,A,0,Therophyte,Therophyte,
LEOTAR,Leontodon saxatilis Lamarck,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LEPAFR,Lepidium africanum (Burm.f.) DC.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LEPDES,Lepidium desvauxii Thell.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LEPDRA,Lepidium draba L.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LEPHYS,Lepidium hyssopifolium Desv.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LEPPSE,Lepidium pseudotasmanicum Thell.,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LEPSQU,Lepidium squamatum Forssk.,HR,,OD,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
LEPDIO,Leptinella dioica Hook.f.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LEPMIN,Leptinella minor Hook.f.,HR,,DC,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
LEPPUS,Leptinella pusilla Hook.f.,HR,,DC,P,P,,0,Chamaephyte,Chamaephyte,
LEPSQA,Leptinella squalida Hook.f.,HR,,DC,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LEPSET,Leptostigma setulosa (Hook.f.) Fosberg,HR,,OD,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
LEUVUL,Leucanthemum vulgare Lam.,HR,,DC,P,P,,0,Phanerophyte,Phanerophyte,
LIBIXI,Libertia ixioides (G.Forst.) Spreng.,HR,,OM,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LINPUR,Linaria purpurea (L.) Mill.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LINBIE,Linum bienne Mill.,HR,,OD,P,P,,0,Therophyte,Hemicryptophyte,http://plants.usda.gov
PRAANG,Lobelia angulata G.Forst.,HR,,MO,P,P,,0,NA,Chamaephyte,http://www.nzflora.info
LOBMAR,Lobularia maritima (L.) Desv.,HR,,OD,P,P,A,0,Therophyte,Therophyte,
LOTPED,Lotus pedunculatus Cav.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LUZORI,Luzula banksiana var. orina Edgar,HR,,MR,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
LUZCON,Luzula congesta (Thuill.) Lej.,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LUZPIC,Luzula picta A.Rich.,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
LUZPVL,Luzula picta var. limosa Edgar,HR,,MR,P,P,,0,NA,Hemicryptophyte,subspecies
LUZPAL,Luzula picta var. pallida (Hook.f.) Edgar,HR,,MR,P,P,,0,NA,Hemicryptophyte,subspecies
LUZRUF,Luzula rufa Edgar,HR,,MR,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MALDEN,Malva arborea L.,HR,,OD,P,P,,0,NA,Hemicryptophyte,biennial  http://www.nzflora.info
MALSYL,Malva sylvestris L.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MARVUL,Marrubium vulgare L.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MEDNIG,Medicago nigra (L.) Krock.,HR,,OD,P,P,A,0,Therophyte,Therophyte,http://www.nzflora.info
MELIND,Melilotus indicus (L.) All.,HR,,OD,P,P,A,0,Therophyte,Therophyte,http://www.nzflora.info
MENCUN,Mentha cunninghamii Benth.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MICOLI,Microtis oligantha L.B.Moore,HR,,MO,P,P,,0,Geophyte,Geophyte,
MICUNI,Microtis unifolia (G.Forst.) Rchb.f.,HR,,MO,P,P,,0,Geophyte,Geophyte,
MIMGUT,Mimulus guttatus DC.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MIMMOS,Mimulus moschatus Lindl.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
MYCMUR,Mycelis muralis (L.) Dumort.,HR,,DC,P,P,,0,Phanerophyte,Phanerophyte,
MYOARV,Myosotis arvensis (L.) Hill,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
NASMIC,Nasturtium microphyllum Boenn. ex Rchb.,HR,,OD,P,P,,0,Helophyte,Helophyte,
NASOFF,Nasturtium officinale R.Br.,HR,,OD,P,P,,0,Helophyte,Helophyte,
NEMMAC,Nematoceras macranthum Hook.f.,HR,,MO,P,P,,0,NA,Geophyte,http://www.nzpcn.org.nz
NEMTRI,Nematoceras trilobum Hook.f.,HR,,MO,P,P,,0,NA,Geophyte,http://www.nzpcn.org.nz
NERDEP,Nertera depressa Banks & Sol. ex Gaertn.,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
OROMIN,Orobanche minor Sm.,HR,,OD,P,P,A,0,Therophyte,Therophyte,therophyte
OURLAC,Ourisia macrophylla subsp. lactea (L.B.Moore) Meudt,HR,,OD,P,P,,0,NA,Hemicryptophyte,http://www.nzflora.info
OXAART,Oxalis articulata Savigny,HR,,OD,P,P,,0,Hemicryptophyte,Hemicryptophyte,
